,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento",Servicio doméstico
Carrocerías y remolques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.5551333398558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68100.93214314635,65518.51005484007,5332.417790779903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0261659342589,0.0,0.0,0.0,0.0,0.0,11.056452616128402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autopartes,10304.73635259704,1408.2367645237746,1271.1165212646697,1743.9688021234226,519.8457316794726,7979.261962071515,1254.9237649830707,2216.8882035002266,166.39637547967638,428.8260907019199,47.722140597711494,9.237582840172753e-06,4.344255465923585e-06,4.5853701440024186e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.558050882172694,0.0,0.0,0.0,129.87010059057644,769.178751406844,235.26929044263846,99.02637902295092,257.7337653735382,677.7095685714072,203.27632026525637,6.055034323923296,217.89189253811455,0.0,2.1257261064041506,0.3057449553914973,1.4657535933390733,475.95765629552307,86.71734163428907,259.01000390946695,787.309722159847,0.0,0.5964294977566506,0.0,0.0,2.5667306869732602,501.3121555420487,177.87819968213108,0.0,18.928350825869604,0.0,0.0,2.966908370107264,680.9097992134524,388.164963542499,0.0,293.66700569880624,2.9450980773146314,11.172238855731427,84.89498937893639,1.1736291874345186,124.48442058288208,2.7597634901803674,2.517442738599461,17.5876952460781,15.111275674751635,6477.4361221585605,591.7424152110242,47.046432371109255,457.2468546581047,0.0,5.710683833695064,5.139283989170716,37.239439380425715,22.789773298291365,14.429621951306684,320.876301221911,16.90855208698906,464.28926978071945,303985.21519923914,9711.132594325532,136723.43592261377,1830.495661616948,2010.8376947890392,1.5108691529590232,0.8436150784367615,4.344255465923585e-06,0.0,17.122656111207057,44276.26025820356,12541.003746689508,27252.5901721097,0.0,0.0,149442.38443503252,265423.54268076556,4.344255465923585e-06,6184.3474762412925,0.0,0.0,1315.6472637806153,0.0,0.0,0.0,1229.204171809845,0.000752920215403825,63863.982707180534,319.420175346883,674.3029026436571,732.2667915845611,0.0,0.0,5.514343510387267,5884.728036113103,12801.546784838527,1.433025340459807,293462.29087923927,0.0
"Buques, locomotoras y aeronaves",20429.98324430738,0.0,152.1979922907112,73.13083245856618,0.0,0.0,0.0,0.0,0.0,0.0,72231.90664598472,0.0,0.0026060682926206417,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16914.159671423295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.024762001297611348,0.0,6003.70607815772,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,50377.436183778926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9868757107140973,20007.2603564398,0.0
"Motocicletas, bicicletas y otros tipos de transportes",629.604632869909,165.49227554583067,102.21182879706407,310.50407336213107,72.3533082072047,149.2089343048847,20.286826539512226,244.1674562915386,0.1371167841797489,7.826347697769167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7676016218797326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.81234161557032,0.0,0.0,7969.2541129422925,0.0,291.21317896686566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007745491274433122,448.28918641675574,0.004620697033970519,0.0,0.0,0.0,0.0,47.93505114732164,0.0,0.0,0.0,0.5441473887555831,0.0,8.811447933159512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023154641180150978,0.0,0.0
Muebles y colchones,114.34023669320943,25.369153154358347,16.748627973055008,28.740997750729342,14.001964917335647,124.57473820137196,26.485061305145273,19.439520113573668,0.17901007966386157,10.217531961792131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98138.36185553625,4812.6353357270855,0.0,81.74118876926687,0.0,54037.164531176546,964.3291191494235,0.0,0.0,0.0,475179.0719699983,11161.350344340533,18387.14435097921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40730.41006622357,0.6674702776637528,588.0115143469213,70.9606303874132,147.99221534234866,5.012692386327679,262.36452444398304,0.0,1375.3987280549084,0.0,22356.34671732588,0.8758247992801343,0.0,0.0
Otras industrias manufactureras,1149.528044218794,227.1641168361613,126.40437352669262,226.28500408708055,105.56294520260923,980.1584131418293,227.87815632283667,178.36160424709917,1.3510155584849608,75.30984775948278,70.54579761961773,604.8192904714251,6.293781225495977,254.7753886005442,438.3510700502398,720.1632614948935,141.57910687916694,174.03337288177997,233.84330012037373,211.24966916987404,35.45267730208356,499.9499748689821,3.2879145887765593,11401.845159593753,167.26454231995825,11.054331701701214,8.24040560033662,107.94341104029996,267.1121987874064,381.13095115722194,3.1516870000576094,36.96822909993598,4.638008990526229,7.419720860912439,300.3859962732812,19489.245867035504,68.82501264993651,5177.829229285048,4.70400812231073,74.89952849395817,10.955350413551528,52.36105854332322,69.4050024786968,6.519568160507451,2385.033303690902,5839.081877115994,16226.7407128185,3.5641772886635272,2.6919108857604295,5.859681795639412,4.4529206460075486,4.846032892516321,16.989685220793977,6.409711267135227,5.851652791778463,0.8702310515223888,5.456658072201105,13.114496362257997,41.31397039234588,49.4538578237031,6.626321805336093,55.95454812168465,50.35261961500187,81.12826324801101,45.41817517772224,5.252703931916457,9.120798941898254,11.77585537550711,8.279073988493165,5.780447350804641,4.506699065859366,1.9582969653456408,10.684918247886692,9.297247420469011,3.0181691397197317,1.398836935360445,0.10912647211468073,1.721731702165528,1.3240927763777872,0.45556564899930074,1.596908956664489,1.177220503976864,1.6581991670302685,1.0298026625658223,3.7961904962163517,4.665904124492428,3.5488902123394457,24.68257428478573,1745.3289726008895,637.550320228445,2600.3607437090363,12131.519889443809,393.7357123025355,0.8414335705242313,2.3587571371774967,32106.305852906917,1213.5731012099882,4360.503918786901,570.5474379230819,673.17012570813,4.844318185292485,9.151925424940659,0.12630538767737853,0.48727938820962835,7.824750217582841,21.92230646379289,3.097771669036262,23.46975503913667,48.54284487078558,18.36070931872101,117547.5778271629,0.0,10480.045361212513,2656.299169864253,9393.83487361783,362.97479953664117,1856.7285564243734,2.5848295309000986,17507.867556001696,1488.929591298557,22882.57313758871,967.6135740941256,6706.732817893601,0.0
Electricidad,3330.0258748528922,24395.208896078762,1017.6945174049267,3522.3076423569364,208.83331221057657,73591.68399454324,12375.113494815247,289.93212003235,2.6698587002599656,1386.2772468635922,1288.126926829422,57589.56338577341,9857.073096444563,44961.98074184422,48979.94911133378,5357.286676626867,15535.155796344123,32264.384324218627,28010.227018457652,32356.59012432778,4245.657878402518,44520.19163552976,1458.9038146812072,7798.630036639345,10771.899119015861,12649.980272087378,794.9063736155958,12800.265037216875,10902.341455606029,19671.960886154146,4112.804142513267,48372.770635167224,5303.951818407589,9460.583674192523,7478.360591844177,13399.988539264114,8910.393164026984,721.2152268020163,12194.30480494383,15343.606875437752,26208.696115486608,32839.42932235039,15798.532430471078,8087.517893542288,1034.998250327664,4975.687681193712,17029.45579217284,27025.677803084778,61976.292805200195,8947.753634315857,29355.096415281972,3363.2985542728425,9888.018549635479,9252.949172652126,6880.606963665775,8423.394127137228,6107.339230444968,6939.769178751845,83234.60958102868,11837.606502153982,8476.795531455626,31608.834479565467,29536.80688805156,5836.62105676327,78639.0569107728,53131.96887030196,21531.646991622056,4535.606692071005,5433.346115549575,5487.4067198720095,18166.663494356704,4585.235724679533,7521.887372308503,4912.996112922148,5165.819038651242,4760.266512667459,73.46788131184893,2703.327300523883,1244.5427972369391,3920.301885573035,7074.1825949377135,1387.6111358654837,2046.347567434411,1152.6741174908052,3135.5077238988506,20217.576735584174,3565.626175874598,29210.8894945885,2191.7029035994174,996.4094088459382,22510.380340411903,5376.750851696103,1900836.7483808275,2350.023323596811,110568.71895471735,159549.88490850656,139561.43748585726,239080.99854372567,47421.51398700347,113555.53173128117,8919.087760586373,35991.46882894409,817.3851234533491,550.9539329811053,53029.13054485378,43338.82341843621,3843.718580927726,44726.24033312118,45701.579092596825,13170.133777458603,139018.11463964594,30267.789304056354,280248.99328326486,40771.99811422082,21904.718386191624,22629.555266938827,55422.78282436506,1468.9814731774998,4801.769640040786,12085.772574729821,71372.42687549477,18183.649132096718,119997.95256660607,0.0
Gas,1182.5996745153404,262.3884043862205,173.22792537729373,297.2627621583123,144.81970330571966,1294.4483140342693,875.8891872869473,201.05931930795043,1.8514677603253582,105.67802133195228,60.222293045164555,4226.494057466132,1997.1271893081064,4658.290458910759,28340.143326755027,1836.6728351847942,22435.261011198974,26426.94003360702,15274.132530781455,7876.662667113956,1599.625852942389,37213.026362352466,19029.257170514637,2437.303346073319,3239.581501474733,4316.750437081305,995.8526195614638,5075.104932945267,6132.0221771056,5031.976969814244,939.1551909279733,11356.230873394046,10171.894622803451,2683.0365216097885,2084.6941372730357,1825.5406893103054,7154.932534161137,62.195244237593485,1796.0928178402942,574.8855790493182,7391.923198415762,28264.086320375874,7931.634733641672,2959.8262150501814,46.13645795300223,309.69037043287693,2023.9219870637933,0.0,37407.433726632335,6458.582029578317,27358.32196078905,1658.5834878479134,4020.566658653131,4984.449333313497,7016.255032531258,6380.869123783548,3785.4901314170274,3936.3141822715515,7316.304636995251,27342.553166061163,9175.22499353896,54543.72508658081,50759.477215879946,2609.4346040152604,100960.06397434996,17990.581063487873,10690.426830721548,914.7514663201351,3455.1583921589386,2008.4595200888743,7705.373791847186,1557.7736247642224,1769.5323906002388,2109.706813212324,959.0902276818581,2328.32744563489,34.65947994833338,437.8055597456096,150.31456157387743,1071.9248497239053,3323.3295631700958,569.2791671244399,461.1669626577835,503.4007822504628,734.4815738333715,11584.275027670794,233.25779259284076,8486.61064890925,410.862800249053,288.5657972717405,1706.1263481319468,1917.9551433710799,0.0,0.0,5187.69698937362,180.49926415494284,8652.146402071494,14524.120959173726,26302.513320175363,60854.84850518139,22789.858843865015,18507.714971006317,51.628174189464694,34.80365257896463,3502.2881251333815,2737.3930114611117,1312.2901192736472,2931.8229797399576,3389.4764270896194,672.2226171509861,14046.086942422167,4169.711082892016,40976.10948895739,9969.01521780996,6871.770533017439,9241.3138338786,28235.166692954823,352.8790115761862,2025.7829788550996,1715.0115178141887,7817.576990406663,6025.939501039995,12518.47910568288,0.0
Agua,442.1460167675664,98.10081158098606,64.76581961674309,111.13950819873773,54.144658032589454,483.963574737412,218.1477388957794,75.17131881711454,0.6922199566281088,39.510509937312264,52.23476405927032,321.42597990692747,0.0,406.25820708044034,2714.1286050558874,1394.6909333501183,634.0964643177762,682.9193187181656,548.166359289749,409.151336481181,87.72155623558706,7097.752448134574,646.3053315356177,640.763697401053,1708.0399539626776,508.3098114552722,173.15108034917418,1045.7066522955404,1574.1315365601347,9190.51101570356,73.18527923255837,2564.6926039986624,1626.6913420807653,413.5761047623253,670.483391022739,1696.0389111045681,853.8250232334433,97.58748816550072,936.7389706209914,199.91898776225463,542.8579364293647,723.43117743259,842.6660681384521,505.40460175488926,165.0314943232129,652.7460197799725,2101.5344992490104,1127.1767279281887,2237.328293009052,301.3005206600523,5233.8617021759,640.4362813312229,2298.703362290487,2105.5052668514018,507.00566922504015,350.3106514372534,84.47426041300417,797.84588241344,2339.410892966085,303.3440649583177,532.9625497591545,629.6997067628942,228.39587558980497,936.7579914192517,872.2208032935165,852.2074599166302,609.5729623946709,47.64582722384822,251.2094267545191,657.5098927949102,1577.4104853495205,342.32180993316103,580.3714324269611,176.59483092588053,799.5158443020034,527.2334586085345,11.484990652549135,240.53855465194363,160.49682527145418,129.77379603514038,364.7367545152737,294.6391096403033,250.8057636832568,128.71903219268336,345.7849673882935,311.0602398205237,207.19074510850362,1354.2197393226422,339.7397542600818,57.51034352782039,2622.1749336974754,796.9677211646602,1395.6388696034853,151.47650817901615,4754.685214387527,9429.934760333224,20587.272754117,34172.52169389142,17784.793022886235,20215.07796967599,1960.4054288105951,4537.9705959530565,0.0,421.5334923470141,1.2499156037209345,13644.382955222127,208.62394308026902,999.3442844041462,10169.464565532338,2132.88674789151,55051.788118365126,8429.558795405976,27134.004159599892,11961.814330086572,14522.951741512474,4422.587833548892,13641.916835868538,322.7870512098318,2507.775896499376,5841.559551087873,49900.444530074696,4674.573464827114,39511.63988848289,0.0
Construcción,101145.4033517667,1924.5297586219483,2598.2993174555168,10941.089033252354,267.8703345891036,130386.11670601442,4730.310229139633,371.8957151954819,3.4246257734164574,195.47068725272325,0.4395252341087688,90847.88404826973,8799.742943617965,36327.656521105186,543.1137493788252,1713.6737136453207,0.0,1728.782039883236,1625.3574460620623,787.8519410804888,216.28080284674687,1263.9912728692248,411.0152714039426,133.71887949687627,677.2916095998537,861.2777934797919,134.58012007618834,114.93872167723872,66.36413108356818,1025.6177828247055,245.0656448775313,150.8181595407974,13.138910020382912,5.205420053509268,32.97661461650702,187.9735331483984,610.1325376480222,117.58757363993759,54.19820769692057,5.585479392278485,40.58277599056633,725.916018667894,97.7476501348877,143.77648360085357,433.4408377604737,1359.0359363356743,333.8592089631456,0.0,2844.6161040662982,608.3482223550902,939.5273554333269,41.06010118641508,3513.8445842562974,0.0,276.61861433816483,0.0,0.0,0.0,48.530140967579825,332.87821548438006,375.87072668487514,755.4266360681826,781.7343037009983,304.16785630330793,2311.48806604312,826.8767968370604,176.05502678682706,658.7721736526019,226.36015842779332,0.6108807172887406,61.62134870683296,17.49745481951879,401.9167855955187,0.0,0.0,0.0,19.029829771305767,0.0,1.4635269301819829,17699.434045783597,109.06409627021014,0.0,96.94743630238158,0.0,72.16022704605122,0.0,0.0,56.64609947002713,8.9936021715027,108.14777519427705,0.0,0.0,2263.3289409256818,0.0,0.5360629979378154,0.0,259.0110409959721,1110.1328754744293,146690.04501870717,201908.84093405734,10396.764020872894,895.6446540003835,0.0,0.0,0.0,0.0,0.0,42752.382803733555,0.0,0.0,77322.4699430124,1496727.8304893328,200754.0419216642,8278.846975024882,58201.69958820946,18343.948498751273,260.1199731499977,2568.832876513259,32647.08277727086,0.0,45976.75492617799,64.77307925264296,95788.67580379816,0.0
Comercio mayorista,71439.42279174097,17488.974473051698,3827.863429036339,11849.081140149212,3204.5511414600087,144037.71244850472,95054.30123943981,12129.257127572631,80.66964149679565,1752.9704521184683,17016.03570927818,34952.88088555868,1655.5007655627298,9858.383413602027,425913.0982229691,33283.4044576501,77167.98388987627,285096.30800522567,114158.35735075177,94124.51385761963,33436.989015545834,184861.7926063813,12554.184190000218,49347.64050884573,38755.23701757192,60221.30889630457,11460.277754784458,97270.84575502531,19491.720088361948,153681.4849052437,26631.525729619985,90945.72273889552,13463.452532469366,32294.183313941518,22876.79246234071,108314.99026515966,28038.388889156893,5492.894952291604,47047.83709334269,27259.60971629525,55304.74895982936,81629.24708653853,80877.26449949009,61883.26940789844,11802.040627318253,36378.91682747485,98260.60308189435,53632.68723015103,59204.6852301564,38564.24255467932,40836.29134775091,25538.025107583697,97138.68644288174,82181.50856064941,35228.357567916595,8349.934290913676,7808.690334928754,7438.10917309983,96015.65405579665,10485.849446170743,11649.891210291,19431.29539722213,24297.492328490775,13876.906898685176,289259.07279639365,40665.972799101546,102839.53367027402,55799.19379623618,24243.78183895783,17186.649121413917,93841.53140671435,17937.37751315345,57653.07062958616,35984.63322977854,25843.055740093903,41295.764409130556,6336.095059802982,7654.700169382665,10102.012945084369,20026.436875128817,10465.567847537173,11589.514292103622,16604.567879258364,13581.486434406712,18714.70169328459,113823.97997825801,28897.022562075865,58171.055994374794,9225.327971877472,8460.797572581334,117582.51753944007,16244.179535140873,32482.981287659804,401.31658531985545,4266.406003306917,841065.4006450794,57466.07573893211,86387.23927237772,15766.338330955408,247024.85018083922,8783.6057381028,3254.7072157996226,1626.7012543630601,2272.332107066461,4668.090991396245,6174.204285271057,1627.808812720658,33727.50894331954,19159.251987641364,3913.7466695144494,111857.78791333632,4683.044349243256,45201.24218496028,7490.680432474562,16460.97528066172,10307.590004597485,44067.135214194204,2769.5873196018633,9047.071257120915,11314.383453689687,29920.623346687138,6651.910583521382,36777.96483963994,0.0
Comercio minorista,81661.48148695513,15392.66163189582,10772.552683079137,23486.155871450144,3111.0258421701437,28560.20897767625,13914.61744260817,21584.821810043613,63.534366831044814,1931.421588135836,12344.899864535584,28446.973207172352,1408.630072510009,11847.243808753718,52915.57144998405,2382.3099348807723,37663.72756364162,8530.654045490452,39433.51148691657,7896.424176910322,5082.043322007339,88217.14624119582,3965.7524670033204,18105.945833280322,17224.403743892573,58771.616596716296,2937.286497804826,30781.057270604284,11359.526761955669,60453.85430171584,3874.698160852233,43081.21915368341,11647.486742160772,30718.234475459085,26396.4030214744,88346.59608471059,14124.695218324692,14775.707997509378,40109.66405765358,11492.849726188208,42253.762245802376,8775.95788072063,25939.1758548973,23555.03097323105,2985.885219717526,20490.300224706345,54783.115805730355,34343.56327313603,25729.963829040535,28699.768421363126,41124.42084708621,24543.072692238904,43634.4597525738,50717.605584476885,19815.365188099342,8411.581133760721,7670.728020422754,7281.568381093663,145184.95158363058,4827.662440892506,5927.224299811489,15116.689911624515,5199.078921201424,9318.809303959748,39120.06823039546,5099.778502722811,14547.72942906335,34138.16207196908,21053.202950554292,11730.528824588115,67276.74400572313,26425.977022425694,54029.07171405433,41419.141011123626,21404.40393218861,29784.007490375374,20509.37357076779,5512.90818404225,6855.373281929175,16515.881941016447,8840.823601592165,11374.012778326738,13191.849883871491,11657.92106305671,12775.28387832292,149512.73223435954,24577.107438639192,38755.4360941995,9596.920655002183,7210.363674299395,114411.48250917713,16972.736286169587,20427.274967201458,525.4286457006675,3362.2846372401714,1197279.528403083,42017.58331475459,49500.111697626126,6600.72308809266,49481.7626820692,56481.944729336814,129036.89954090017,1273.3757163758871,2629.7513717476377,20611.13510694783,8043.857861516871,1584.7270766888848,35452.22944098554,18776.02860806686,3699.2332056632404,110219.53495082786,2679.9643004822447,31902.043301038415,3430.5492907903194,6263.563621709572,7984.379633829044,45305.812144349744,178.12346478974666,5382.574203712072,10469.037322748001,31133.48915723735,5680.8333150292365,15400.309294490984,0.0
